name,capacity,category,descriptionFr,descriptionEn,photoThumbnails,popularityScore,price,subCategories,eanCode,itemHeightRef
ROSE CUVEE EVIDENCE MAS LANSAC,11423.3,wine,"Ce vin rose subtil et éclatant, issu de la cuvéeEvidence du MAS LANSAC, se distingue par sa fraîcheur vibrante et son bouquet délicieusement fruité, avec des nuances de pêche et de framboise. Idéal pour accompagner des apéritifs raffinés ou des plats légèrement épicés.","This limited-edition Rosé Cuvée from MAS LANSAC is a harmonious blend of vibrant fruit and subtle spice, complementing grilled shrimp or charcuterie with its crisp acidity and elegant finish.",https://www.grandmasdelansac.fr/wp-content/uploads/2022/04/DSC_2364-scaled.jpg,0,5.6,,3760059140184,99012318
IGP ROSE ETOILE DES ALPILLES,13069.6,wine,"Un rosé éclatant et délicieusement équilibré, avec des nuances de fruits frais et une douceur minérale. Idéal pour accompagner des poissons grillés, des charcuteries ou des fromages frais.","The IGP ROSE ETOILE DES ALPILLES captures the essence of the Alpilles with its delicate mineral notes and hints of wild berries, pairing perfectly with grilled seafood or a light Provencal salad.",https://www.vinatis.co.uk/96467-detail_default/alpilles-rose-2024-domaine-de-valdition.png,0,6.5,,3760251190161,99035796
TRADITION 2023 AOP BIO,19318.8,wine,"Ce vin TRADITION 2023 AOP BIO est un mélange raffiné de fruits mûrs et d'épices douces, offrant une palette aromatique complexe. Doté d'une structure équilibrée et d'une longueur persistante, il révèle des notes subtiles de cacao et de tabac. Originaire d'un terroir respectueux, ce vin bio allie tradition et modernité avec élégance. Idéal pour accompagner une roti de lambrequin ou un confit de canard, TRADITION 2023 AOP BIO s'appréciera à merveille en soirée ou lors d'un repas savoureux.","AOP BIO Tradition 2023 offers a harmonious blend of dark fruit and mineral depth, crafted with organic care from select terroir. Pair with roasted game or hearty stews.",https://www.peyrassol.com/wp-content/uploads/XIIIE-Rose-2023.png,0,9.8,,3760025420012,99016911
GRAND MAS DE LANSAC RGE,9556.21,wine,"Ce vin magnifique est un joyau raffiné, avec des notes d'agrumes et de fumé, une structure équilibrée et une longueur exceptionnelle. Idéal pour accompagner des肴蒸海胆 ou des 蝙蝠翅膀.","""A symphony of dark fruit and spice, this bold Rhône blend pairs beautifully with grilled lamb or mushroom risotto.""",https://www.hallesdequercamps.com/550218-large_default/cht-les-tuileries-de-lansac-2020-cdbourg-rge-75cl-crd.jpg,0,4.9,,3760059140108,99063709
AOP BIO PASSE-ROSE 2024 750ML,18042.8,wine,"Découvrez un vin délicat et rafraîchissant, AOP Bio 2024, aux nuances subtiles de fleurs blanches, de citron vert et d'une minéralité épurée. Idéal pour accompagner des poissons grillés, volailles ou fromages frais comme la chèvre. Un pur moment de plaisir authentique !","Discover this AOP BIO PASSE-ROSE 2024—a delicate, mineral-infused rosé with vibrant red fruit notes, pairing perfectly with grilled chicken or fresh fish, offering a harmonious balance of elegance and complexity.",https://bernard-magrez.com/wp-content/uploads/2025/02/Bleu_de_Mer_Rose_2024.webp,0,9.8,,3760025420029,99016912
ETOILE DES ALPILLES IGP BLANC,12018.1,wine,"Etoile des Alpilles IGP Blanc : Un vin rafraîchissant aux arômes de citron et de fleurs blanches, avec une douceur équilibrée par une minéralité subtile. Idéal pour accompagner poissons grillés ou fromages blancs.","""A luminous, floral white from France's Rhône-Alpes, capturing the essence of crisp citrus and subtle herbs. A perfect match for seafood or a platter of goat cheese.""",https://www.vinatis.co.uk/96467-large_default/alpilles-rose-2024-domaine-de-valdition.png,0,6.6,,3760251190154,99037189
ALPILLES IGP TRADITION BLANC,18553.5,wine,"ALPILLES IGP TRADITION BLANC : Un vin rafraîchissant et richement aromatiqueCe vin blanc, issu des Alpilles, allie avec élégance la fraicheur et la richesse. Son bouquet délicat se compose de notes citronnées et florales d'acacia, tandis que sa palette de saveurs propose une alliance subtile entre des fruits frais et une minéralité percevable.Accords mets-vins : Idéal pour accompagner les poissons grillés ou des fromages frais comme un chèvre.","A crisp, mineral-driven Alpilles IGP white with subtle stone fruit and citrus notes, pairing perfectly with goat cheese and shellfish.",https://www.cdv-dionysos.com/cdn/shop/products/valdition-blanc.png?v=1589905955,0,10.5,,3760076070037,99056670
IGP TERRE CAMARGUE RS BIO75CL,8505.0,wine,"Ce vin bio, issu de la terre camarguese, allie le parfum d'agrumes et de pétale de rose à une douceur équilibrée. Sa minéralité se dévoile au palais, offrant un équilibre entre richesse et vivacité. Idéal avec des fromages fermiers, des fruits de mer ou des viandes blanches.","A decadent, organically grown dessert wine from Terre Camargue—rich, velvety, and redolent of dark fruit, honey, and a hint of spice. Pair with foie gras, dark chocolate, or a luscious panna cotta to elevate your experience.",https://www.naturopolis.fr/813-home_default/cotes-catalanes-igp-bio-campanars-75cl-14vol.jpg,0,5.3,,3545440120149,29500338
IGP ALPILLES BIO TRADITION 202,15791.8,wine,"Ce vin bio IGP Alpilles Tradition 2022 est une harmonie subtile entre douceur et complexité, avec des notes de fruits mûrs et des nuances terreuses. Son palais équilibré, fruité et légèrement vanillé ravira les amateurs de vins ronds et intenses. Idéal pour accomagner des plats mijotés, des fromages fermiers ou des légumes grillés. Sa finale saline et minéralé vous laisse un souvenir persistant et envoûtant.","""A vibrant, organically crafted Alpilles blend with rich fruit notes, perfect for pairing with grilled lamb or aged cheeses.""",https://www.maison-humbert.fr/3131-large_default/igp-alpilles-blanc-domaine-de-valdition.jpg,0,9.8,,3760025420036,99016913
ALPILLES IGP TRADITION ROUGE,15928.5,wine,"Le vin rouge ALPILLES IGP TRADITION est un bouquet complexe de fruits rouges et d'épices douces, alliant richesse et élégance. Idéal pour accompagner des viandes grillées ou des stews réconfortants.","A rich, vibrant red from the Alpilles region, capturing the essence of its terroir with notes of ripe berries and subtle minerality, paired perfectly with grilled meats or charcuterie.",https://www.vinatis.co.uk/96467-detail_default/alpilles-rose-2024-domaine-de-valdition.png,0,10.5,,3760076070013,99056662
MAS GOURGONNIER ROUGE TRADITIO,14024.5,wine,"Découvrez le MAS GOURGONNIER ROUGE TRADITIO, un vin aux arômes de mûres et de cacao. Sa structure équilibrée ravira les amateurs de viandes en sauce ou de fromages fermiers.","A bold, velvety red with layers of dark fruit, subtle spice, and a touch of minerality—perfectly paired with grilled lamb or roasted game.",https://perrineswine.com/cdn/shop/files/SansSoufre.png?v=1708627353&width=480,0,9.8,,3760104593026,99024947
COTES DU VENTOUX DOMAINE DE GO,10456.62,wine,"Ce vin est une invitation à explorer la profondeur riche et équilibrée des Côtes du Ventoux. Avec ses notes de fruits noirs mûrs, sa structure harmonieuse et son nez parsemé d'herbes séchées, il se déguste idéalement avec des viandes rouges ou des plats épicés. Un compagnon parfait pour les moments conviviaux.","This Côte du Ventoux Domaine de Go is a captivating blend of dark fruit and mineral nuances, with subtle spice notes. Pair with grilled lamb or aged cheeses for an elegant match.",https://images.vivino.com/labels/IJfh2JPkT9-3CqthYdvcWQ.jpg,0,7.5,,3760146021914,99032673
PROSECCO SPUMANTE DOC BOTTER,10033.3,wine,"Ce Prosecco Spumante DOC Botter est un champagne italien d'exception, issu de la région de Val d’Arno. Brillant et pétillant, il dévoile des nuances subtiles de fruits blancs et une acidité équilibrée, idéalement accompagné d'une huître ou d'un foie gras.","Prosecco Spumante DOC Botter captivates with its effervescent charm, offering crisp apple and citrus notes that elegantly pair with light appetizers.",https://www.tedwardwines.com/cdn/shop/files/DOMAINEFICHET_CREMANTDEBOURGOGNEBRUT_FR282-NV_BOTTLESHOTBACKcopy.png?v=1697642633&width=2400,0,7.9,,8008863011081,99030361
MAS DE LA DAME RESEVE DU RGE,14547.0,wine,"Ce MAS DE LA DAME RESEVE DU RGE est un vin éclatant, aux nuances subtils et à la structure élégante. Idéal avec des viandes rôties ou des fromages fermes, il se déguste avec une douceur persistante et une sabelle","Elegant blend of Syrah and Grenache from Châteauneuf-du-Pape, offering rich layers of dark fruit and spice. Pairs beautifully with grilled herb-crusted rack of lamb.",https://masdeladame.com/wp-content/uploads/2022/02/DSC_7460.jpg,0,11.5,,3464725107517,99016137
IGP MEDITERRANNEE TERRES DE BO,5339.5,wine,"Découvrez ce vin IGP MEDITERRANNEE TERRES DE BO, un équilibre parfait entre douceur et complexité. Alliance subtile de fruits mûrs et d'épices subtiles, sa bouche riche et équilibrée séduira les amateurs. Idéal pour accompagner des viandes blanches grillées ou des plats méditerranéens.","A vibrant and flavorsome IGP wine with notes of olive, herbs, and citrus, perfectly paired with grilled fish or light white meats.",https://www.cavavin.ie/cdn/shop/files/bib-igp-moulin-sannes-blanc-3l-bio_EjNzATM_MFUTS9kT_AMwATM_AMwATM.jpg?v=1713784471,0,4.3,,3760171263181,99067489
MAS DAME LA GOURMANDE ROSE,11435.4,wine,"MAS DAME LA GOURMANDE ROSE : Un rosé éclatant et raffiné, aux arômes de pétale de rose et de fruits rouges, avec une douceur élégante. Idéal pour accompagner les poissons ou les apéritifs.","A delicate rosé with a strawberry hue, MAS DAME LA GOURMANDE ROSE offers hints of fresh-cut strawberries and subtle citrus zest. Pair it with grilled seafood for a vibrant match.",https://images.vivino.com/thumbs/uTGms7uFSBatK8z0fUy9Fw_pb_x600.png,0,9.5,,3464722207517,99028421
VENTOUX SECRET DE TRUFFE ROUGE,7792.84,wine,"VENTOUX SECRET DE TRUFFE ROUGE : Un vin d'exception issus du terroir de Ventoux, subtil et complexe, dévoilant des arômes envoûtants de truffe rouge et de fruits mûrs. Son bouquet riche et équilibré s'accordera parfaitement avec une côte de boeuf ou un risotto aux truffes.","""A bold yet elegant blend, this wine reveals layers of dark berries and rich truffle undertones, perfect paired with roasted red meats for a decadent harmony.""",https://images.vivino.com/labels/4Mi5g6sfQzCaV8KyxW2XGQ.jpg,0,6.5,,3700026507640,99040655
VCE BLANC VALRIAN 25 CL X 6,4454.35,wine,"Ce vin effervescent, au délicat éclat perlé et à la couleur dorée pâle, se distingue par son bouquet complexe de citrus, de fleurs blanches et d' une pointe de minéralité. Sa texture légère et sa fraîcheur acidulée en font un compagnon idéal pour des accords mets-vins rafraîchissants, tels que des fruits de mer ou des sushis. Un moment de pure délice à savourer entre amis ou en apéritif, où chaque bulle transporte au paradis des saveurs subtiles et pétillantes.","A luminous blend of citrus and honey, this crisp white wine offers a delicate balance of minerality and subtle spice. Pair with grilled seafood or a goat cheese salad for a refreshing match.",https://drhmarket.fr/31292-home_default/valrian-vce-blanc-11-150-cl.jpg,0,3.9,,3250392151645,52335025
VIN  ESPAGNE BLC VALRIAN3X25CL,3042.3,wine,"Ce vin espagnol subtil et équilibré dévoile des notes citronnées et florales, une bouche raffinée et un finish légèrement piquant. Idéal pour accompagner des poissons grillés ou des fromages doux.",Discover the inviting bouquet of dark berries and subtle spices in this rich Spanish red. Velvety layers balanced by supple tannins make each sip unforgettable. Pair with grilled meats or aged cheeses—or even a hearty salad for a fresh twist.,https://martinique.123-click.com/pub/nos_rayons/boissons/vins_champagnes/.7400181-1_m.jpg,0,2.8,,3250390488828,52335010
CUVEE GOURMANDE ROUGE,10257.2,wine,"Ce vin allie une intense palette de fruits roux et noirs à des nuances épicées, offrant un palais riche et velouté. Avec ses tanins harmonieux, il se marie parfaitement avec des viandes rôast ou des fromages comme le Comté ou le Roquefort.","A sophisticated blend of dark berries and spice, this Cuvée Gourmande Rouge offers a rich, velvety texture and a complex bouquet. Pair with roasted game or enjoy alongside dark chocolate for an elegant finish.",https://cdn.shoplightspeed.com/shops/641502/files/65249476/1600x2048x1/olivier-leflaive-bourgogne-rouge-cuvee-margot-2022.jpg,0,9.5,,3464721107511,99024028
R.MAZET IGPOC RGE MERLOT 75CL,3150.78,wine,"Ce vin est un merlot riche et harmonieux, aux arômes intenses de fruits rouges et de tabac, avec une structure subtile et équilibrée. Idéal pour accomagner des viandes rouges, des charcuteries ou des fromages affinés.","Elegant and bold, this Merlot captivates with layers of dark fruit and subtle spice,完美paired with roasted game or dark chocolate, leaving a silky finish.",https://www.calais-vins.com/21374-large_default/l-astucieux-merlot-vin-rouge-igp-pays-d-oc-75-cl.jpg,0,3.0,,3175520018655,52337510
LUBERON LES CLAPES,6848.43,wine,"Ce vin magnifique exhale des notes subtiles de framboise et de cacao, nuances d'épices douces et d'une délicate vanille. Son bouquet complexe se prolonge en une finale équilibrée et harmonieuse, avec une texture veloutée et un fruité persistant. Idéal pour accomagner des viandes grillées ou des plats de charcuterie, ce vin saura séduire les amateurs de vins ronds et épicés. Pairez-le également avec un fromage comme le Roquefort pour une explosion de saveurs mémorable.","Discover the deep, mineral-infused character of Luberon Les Clapes—a harmonious blend of dark berries, spices, and garrigue notes, complementing grilled meats or roasted vegetables, offering a refined yet approachable wine with lingering elegance.",https://img.e-boissons.com/picture/product/CBO/luberon-les-clapes-blanc-2023-cave-de-bonnieux-18544-1-1R9S.png,0,6.5,,3760028200161,99037518
IGP CTE TARN BLC MOEL.EC75CL,3249.61,wine,"Ce vin IGP CTE TARN BLC MOEL.EC75CL est un mélange subtil de fruits noirs éclatants, épices douces et d'une structure harmonieuse. Idéal avec des plats comme le confit de canard ou des charcuteries raffinées. Un vin qui séduit par sa complexité et son équilibre, sans excès ni banalité.","A vibrant blend of ripe cherries and aromatic herbs, offering a balanced acidity. Perfect with roasted chicken or a charcuterie plate.",https://martinique.123-click.com/pub/nos_rayons/boissons/vins_champagnes/.7400198-1_m.jpg,0,3.2,,3250390207634,52338035
IGP ALPILLES ROSE CUVEE EVIDEN,17100.75,wine,"Ce rosé subtil et frais, fruit d'un terroir provençal, se distingue par sa délicatesse et son énergie. Idéal pour accompagner poissons et fruits de mer.","""A vibrant Alpilles Rosé, Cuvee Evident offers captivating aromas of wild strawberries and a hint of Provence herbs. Its balanced acidity and subtle minerality make it an elegant match for grilled salmon or a touch of Mediterranean flair.""",https://produits.bienmanger.com/30933-0w470h470_Rose_Igp_Alpilles_Bio.jpg,0,16.9,,3760059140153,99038691
VAL DE L OULE ROSE TENDRESSE,6283.4,wine,"Un rosé éclatant aux nuances de fruits rouges et à la douceur envoûtante. Ce vin ravira les amateurs de notes subtiles et fruitées, parfait pour accomagner une grillade légère ou une salade de chèvre.","VAL DE L OULE ROSE TENDRESSE is a delicate rosé with vibrant pink hues, offering a harmonious blend of floral notes and zesty citrus. Its crisp acidity makes it an ideal match for grilled chicken or fresh seafood, promising a refreshing and memorable experience.",https://botanic-botanic-storage.omn.proximis.com/Imagestorage/imagesSynchro/500/1600/f079c8633f78fc16c39ae23af7647a7acc1cfeca_1776766.png,0,6.3,,3435600000216,99037387
MAS GOURGONNIER BLANC TRADITIO,10182.09,wine,"Ce vin raffiné se démarque par sa complexité et son équilibre, avec des arômes de fruits exquis. Idéal pour accompagner une cuisine méditerranéenne ou un fromage frais.","Luminous and crisp, MAS GOURGONNIER BLANC TRADITIO features zesty citrus notes balanced by mineral depth. Pair with grilled fish or goat cheese for a vibrant pairing.",https://www.thewineilove.com/media/catalog/product/cache/2/image/605x302/a8c876702c6cb649fba7cbed6b6e2e91/8/8/884ef61cc05106ace4eb8bf22dd27c46.jpeg,0,10.4,,3760104593224,99024945
LANSAC ROUGE 5L,15044.8,wine,"Ce vin Lansac Rouge 5L est un enchantement pour les papilles, avec son éclat de fruits mûrs et sa palette complexifiée par des notes terreuses et vanillees. Idéal pour accompagner des viandes grillées ou des fromages robustes.","""A bold, rich red with deep berry notes and a hint of spice, LANSAC ROUGE complements roasted game and aged cheeses, offering a sophisticated drink for every occasion.""",https://vin54.fr/2886-large_default/rouge-igp-alpilles-excellence-domaine-grand-mas-de-lansac.jpg,0,15.4,,3760059140061,99016145
IGP VAR 100% ROLLE,6007.05,wine,"Ce vin IGP VAR, élégant et fruité, se démarque par sa complexité avec des notes florales et citronnées, rehaussies d'une subtile minéralité. Idéal pour accompagner un poisson grille ou un fromage de caractère.","""A zesty, sun-kissed white from Southern France, where Rolle reigns supreme, offering fresh citrus and mineral notes that pair perfectly with seafood.""",https://vinessen.fr/wp-content/uploads/2018/06/blanc-igp-var-rolle.jpg,0,6.2,,3760146021754,99012664
CDR SEGURET VILLAGES 2021,6493.22,wine,"Ce CDR Seguret Villages 2021 est un vin élégant aux nuances de cerise et d'épices, subtillement vanillé, offrant une structure harmonieuse et un équilibre parfait. Idéal avec des viandes rouges mijotées ou des plats à base de fromage bleu.","A bold, layered red from Seguret’s terroir: dark berries, spice, and mineral depth. Pairs perfectly with hearty stews or robust cheeses.",http://cellar.com/cdn/shop/files/Domaine_de_L_Amauve_Seguret_Seguret_Laurances_-_2021.jpg?v=1718202057,0,6.7,,3341332013137,99040700
IGP TER.MIDI RS GRAINS LISTEL,3305.63,wine,"Ce vin envoûte par ses arômes floraux et fruités, subtilisés par une fraîcheur minérale. Idéal pour accompagner des poissons grillés ou des plats légèrement épicés.","""Vibrant Mediterranean white with a bright herbal glow, crisp acidity, and notes of citrus and wildflowers—pairs perfectly with fresh fish or light appetizers.""",https://media.traiteur.carrefour.fr/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/r/crf_traiteur_vin_ros_igp_terres_du_midi_grain_de_gris_listel_500x500.jpg,0,3.5,,3244081500005,29499905
IGP VAR MISS GRIS,5664.18,wine,"Ce vin élégant, au bouquet subtil et complexe, se distingue par sa structure équilibrée et son éclat fruité. Doté d'une douceur veloutée, il allie puissance et harmonie, suggérant des accords avec des viandes blanches grillées ou des plats raffinés mettant en valeur la terre.","A captivating blend of ripe berries and mineral depth, this IGP Var Miss Gris balances vibrant fruit notes with sleek acidity, perfect for pairing with grilled meats or robust cheeses.",https://rwmselections.com/cdn/shop/files/DomaineGavotyCotesdeProvenceBlanc_GrandClassique.jpg?v=1738875273,0,6.0,,3760146023659,99032690
AOC 2021 LES TROIS ORATOIRES C,4665.51,wine,"AOC 2021 LES TROIS ORATOIRES C : Un vin d'exception, subtilement équilibré entre douceur et structure.  
Ce cru délice, aux nuances de fruits rouges mûrs et à la texture élégante, ravira les amateurs de vins raffinés. Accordez-le avec une pièce de duck revisité ou un Reblochon pour un mariage parfait.","AOC 2021 LES TROIS ORATOIRES C is a luminous ruby gem, offering enthralling aromas of red berries and spice. Its elegant palate balances dark chocolate and graphite nuances, with a smooth tannin structure that makes it a delightful pairing for roasted meats or hearty cheeses—a true celebration of terroir and craftsmanship.",https://www.xtrawine.com/cdn/shop/files/clos-de-l-oratoire-des-papes-chateauneuf-du-pape-rouge-2021_45094_2.webp?v=1738221482&width=416,0,5.0,,3760012970506,99041482
IGP T.CAMARGUE BLC BIO 75CL,4562.25,wine,"Ce vin bio, issu de l'appellation IGP T.Camargue, se distingue par son éclatant rose pâle et des arômes subtils de fruits rouges. Découvrez sa fraîcheur équilibrée avec une note saline et des nuances végétales. Idéal pour accompagner des grillades, des poissons ou des fromages blancs.","A crisp, mineral-driven organic white from France’s sun-kissed Camargue region, pairing perfectly with oysters and light fish dishes.",https://media.licdn.com/dms/image/v2/D4D22AQFGtyGvvirRwg/feedshare-shrink_800/feedshare-shrink_800/0/1725532776445?e=2147483647&v=beta&t=jHbFXVmkNe6LVlZPj8nad1OA174bMr5hNNDvp8oPvp4,0,5.3,,3545440130148,29500339
TERRES ET LUMIeRES VENTOUX BLA,5634.9,wine,"Terres et Lumières Ventoux Bla : Un vin aux arômes envoûtants de fruits rouges et d'épices douces, avec une texture éclatée et un subtil équilibre entre puissance et finesse. Originaire des terres rougeaudes du Ventoux, il dévoile des nuances de cacao et de poudre de sable, révélant la richesse du terroir provençal. Idéal avec une civelle grillée ou un fromage de chèvre.","Discover TERRES ET LUMIERS VENTOUX BLA—a bold, mineral-infused red with vibrant dark fruit notes. Pairs perfectly with grilled lamb or hearty stews.",https://wineanorak.com/wp-content/uploads/2024/04/P3190312.jpg,0,6.5,,3760033100081,99003837
IGP ROUGE FRISSON VAL DE L'OUL,6352.27,wine,"Ce vin rouge IGP est une véritable explosion de fruits frais et d' nuances minérales, sublimant le caractère unique du terroir du Val de l'Oul. Avec sa structure équilibrée et son fruité persistant, il s'accorde à merveille avec des plats mijotés ou des viandes rouges comme un veau ou un gibier rôti. Un vrai régal pour les amoureux de vin !","The IGP ROUGE FRISSON VAL DE L'OUL harmonizes rich dark fruit flavors with subtle spices, its vibrant acidity complementing dishes like charcuterie.",https://www.vignoblesbenoit.fr/wp-content/uploads/2024/07/7B30B345-3D4B-46E4-A6FF-430476624D27-284x1024.jpg,0,7.4,,3435600000230,99036806
VENTOUX ROSE 1911 LEGENDE 75CL,5170.79,wine,"VENTOUX ROSE 1911 LEGENDE 75CL :  Un rosé élégant, aux nuances pétale de rose et arômes de fraises des bois, avec une fraîcheur gourmande et une subtile minerale. Pairez-le avec des poissons grillés ou des antipastis pour un moment inoubliable.","Ventoux Rose 1911 Legende: A classic Provence rosé, pairing perfectly with grilled chicken and seafood—each sip a taste of history.",https://www.b-21.com/labels/live/FRHGBRNVGE.jpg,0,6.2,,3760106128462,99089046
IGP ROUGE CUVEE ALPILLES BIO 2,8118.0,wine,"Ce vin bio IGP rouge Cuvée Alpilles 2, d'une élégance raffinée, se démarque par son éclat fruité et sa douceur veloutée. Avec une complexité subtile, il allie force et finesse, parfait pour accompagner des grillades, des viandes rouges ou des fromages crémeux.","A vibrant, organic red blend with notes of dark fruit, spice, and a touch of minerality—perfectly paired with grilled meats or aged cheeses.",https://www.vinatis.com/93178-detail_default/alpilles-rouge-2022-domaine-de-valdition.png,0,9.9,,3760063300628,99010235
MAS DE LA DAME ROSE DU MAS,8494.5,wine,"Ce vin rosé, issu des vignobles de Provence, dévoile une palette d'arômes subtils et enivrants. Avec sa texture équilibrée et sa fraîcheur ravissante, il s'accorde parfaitement aux plats estivaux et aux pâtes légères. Un compagnon idéal pour des moments de pur plaisir !","Elegant and refreshing, MAS DE LA DAME ROSE DU MAS offers bright strawberry and citrus notes, ideal for pairing with grilled salmon or a lazy summer evening.",https://www.laversionedigunter.com/media/images/desktop/ros%C3%A9-du-mas-mas-de-la-dame%40800xauto_r.jpeg.webp,0,10.5,,3464723207516,99016135
